Speech_Content_ID,Type,Name,Text,Speech_Time
15,a,Steph Lewis,"As per the previous two years, we decided to consider our report on the primary sector as a whole, rather than reporting on each separate entity. We've had hearings from the Ministry for Primary Industries (MPI), from Land Information New Zealand, Pamū Farms, and Crown Irrigation Investments. We also had written reports from Animal Control Products Ltd, AssureQuality Ltd, New Zealand Walking Access Commission, and Quotable Value.",2023-05-16 15:18:46
16,a,Steph Lewis,"I want to also acknowledge, as the officials in our hearings and the Ministers in our hearings did, the impact that both Cyclone Hale and Cyclone Gabrielle have had on our primary industries—the devastation that our food producers and growers over the course of those two cyclones have experienced between Northland, all the way down as far as the Wairarapa, particularly impacted on the west coast. So I want to acknowledge all of those affected, and acknowledge as well the Ministry for Primary Industries, who, at the time of the writing of the committee's report, had provided more than $55 million worth of support to our primary producers.",2023-05-16 15:18:46
17,a,Steph Lewis,"I'd like to comment on some of the topics that the committee canvassed with officials during the course of the hearings—in particular, around the international pressure to reduce emissions. We noted that the European Union's Carbon Border Adjustment Mechanism—CBAM—which is a tariff on carbon-intensive goods entering the EU, such as fertiliser and cement, will take full effect by 2026, and we heard from the Minister around the negotiations in the free-trade agreements, and the need for us to strive to stay at the lower end of the emissions scale for our food production, and, provided we can do that, we will remain in a good position. We need to ensure that we are investing in emissions-reducing technologies elsewhere, just the same as our international competitors are doing. We heard as well that the Government is invested in an emissions-reduction programme, which was pleasing to hear; it includes launching the Centre for Climate Action on Agricultural Emissions, which was opened in November 2022. The centre's purpose is to accelerate research and development and the commercialisation of tools and technology to help reduce agricultural emissions. ",2023-05-16 15:18:46
18,a,Steph Lewis,"There's been a lot of interest as well in forestry—in particular, the overseas purchase of productive New Zealand farmland, and the conversion of that to forestry. We note that both the Minister of Agriculture and the Minister of Forestry said that highly productive farmland should not be converted to forestry. We had the opportunity to talk to Toitū Te Whenua—or Land Information New Zealand—about the special forestry test, and they advised us that both the special forestry test and the benefit to New Zealand test potentially support forestry; however, the special forestry test only allows overseas investment in existing forests, therefore it doesn't permit carbon forestry. The land must be currently forested and the test does not allow forests to be planted on land that has not been forested in the past.",2023-05-16 15:18:46
19,a,Steph Lewis,"Also of interest to members and the wider public was an update on the actions that MPI has taken in the last 12 months to protect New Zealand against a foot-and-mouth disease outbreak, which, obviously, we saw happen in Indonesia last year; also an update on the ministry's efforts to eradicate Mycoplasma bovis, and we heard that we are making good progress to that end.",2023-05-16 15:18:46
20,a,Steph Lewis,"We also had an update on investment from the Sustainable Food and Fibre Futures fund. To date, the total investment is sitting just under $11 million. When asked for a specific example of investment there, the Minister mentioned the joint venture with the Wool Research Organisation of New Zealand. They're working to develop a pure wool particle that has export potential in cosmetics, printing, luxury goods, and personal care industries.",2023-05-16 15:18:46
0,Speech,GRANT ROBERTSON," I seek leave to set aside Standing Order 29 and to appoint the Hon Poto Williams as Assistant Speaker until the end of Thursday, 11 May 2023.",2023-05-10 14:55:37
1,Speech,SPEAKER, Is there any objection to that course of action being followed? There is none.,2023-05-10 14:55:48
2,Speech,GRANT ROBERTSON," According to a determination of the Business Committee, I move, That Standing Orders 148 and 150 be suspended and the following rule adopted:",2023-05-10 14:56:04
3,a,GRANT ROBERTSON,Procedure for personal vote ,2023-05-10 14:56:04
4,a,GRANT ROBERTSON,"(1)In a personal vote,— ",2023-05-10 14:56:04
5,a,GRANT ROBERTSON,(a)the bells are rung for the period set out in Standing Order 149: ,2023-05-10 14:56:04
6,a,GRANT ROBERTSON,"(b)the Speaker directs the Ayes to go to the right, the Noes to the left, and abstentions to the Table: ",2023-05-10 14:56:04
7,a,GRANT ROBERTSON,"(c)the doors are closed and locked as soon after the bells have stopped as the Speaker directs, and the Speaker then restates the question: ",2023-05-10 14:56:04
8,a,GRANT ROBERTSON,(d)all members present within the Chamber or the lobbies when the doors are locked must vote or record their abstentions: ,2023-05-10 14:56:04
9,a,GRANT ROBERTSON,(e)the Clerk counts all votes and abstentions and records members' names: ,2023-05-10 14:56:04
10,a,GRANT ROBERTSON,(f)the Speaker declares the result to the House.,2023-05-10 14:56:04
11,a,GRANT ROBERTSON,(2)Members may observe the voting in any part of the Chamber and in the lobbies.,2023-05-10 14:56:04
0,Speech,SPEAKER, Members—,2023-05-09 14:01:16
1,Interjection,Debbie Ngarewa-Packer, Point of order.,2023-05-09 14:01:16
2,ContinueSpeech,SPEAKER, —under Standing Order 36(1)(c)—,2023-05-09 14:01:16
3,Interjection,Debbie Ngarewa-Packer," Point of order, Mr Speaker.",2023-05-09 14:01:16
4,ContinueSpeech,SPEAKER," I'm on my feet. Members, under Standing Order 36(1)(c), I have been advised by the Green Party that their parliamentary membership has changed and that Dr Elizabeth Kerekere is no longer a member of the Green Party for parliamentary purposes. Accordingly, under Standing Order 35(5), Dr Kerekere is, from 8 May 2023, regarded as an independent member for parliamentary purposes.",2023-05-09 14:01:16
5,Speech,CHRIS HIPKINS," I seek leave to correct an answer to a supplementary question that I gave on Wednesday, 8 March in answer to question No. 2.",2023-05-09 14:02:14
6,Interjection,SPEAKER, Leave is sought for that purpose. Is there any objection? There appears to be none. ,2023-05-09 14:02:14
7,ContinueSpeech,CHRIS HIPKINS," In one of my answers to a supplementary question, I said that the number of ram raids had fallen by three-quarters, or 75 percent. Data to the end of February 2023 showed that the number of ram raids had fallen from their peak in August 2022 by two-thirds, or 66 percent. During that same period, the number of individuals committing ram raids fell by 83 percent.",2023-05-09 14:02:14
8,Speech,CHRIS HIPKINS," A further point of order, Mr Speaker. Following a Business Committee discussion, I seek leave to move a motion without notice congratulating His Majesty, following his recent coronation. ",2023-05-09 14:02:48
9,Interjection,SPEAKER, Is there any objection to that course of action being followed? There is none. ,2023-05-09 14:02:48
10,ContinueSpeech,CHRIS HIPKINS," I move, That this House congratulate His Majesty the King on the occasion of his coronation. ",2023-05-09 14:02:48
11,a,CHRIS HIPKINS,"On 6 May, I was privileged to attend the coronation of His Majesty King Charles III and Queen Camilla at Westminster Abbey. It was a rare and special event. The previous coronation, of Queen Elizabeth II, took place 70 years ago, in 1953. The world is a very different place now to what it was in 1953, and the coronation provided an opportunity to reflect on history as well as to look ahead to the future. ",2023-05-09 14:02:48
12,a,CHRIS HIPKINS,"King Charles automatically became the King of New Zealand on 8 September last year, following the death of the late Queen. The coronation was a celebration of his accession to the throne not just of the United Kingdom but as head of State of 15 nations around the world, including our own. Those nations span across three different continents. It was a great source of pride to see New Zealand's Defence Force personnel marching in the procession and to have New Zealand represented among the guests. ",2023-05-09 14:02:48
13,a,CHRIS HIPKINS,"Attending in London and being able to meet personally with the King reinforced to me his genuine interest in our people and his awareness of our place in the world. The King and other members of the royal family have been closely following our recovery from the recent Auckland floods and Cyclone Gabrielle, and King Charles' passion around environmental issues, including climate change, was clearly very evident in our discussions. ",2023-05-09 14:02:48
14,a,CHRIS HIPKINS,"King Charles has visited New Zealand 10 times, and he has a strong personal commitment to Aotearoa. The themes he selected for his coronation were youth, diversity, and sustainability—themes which also resonate strongly with New Zealanders. ",2023-05-09 14:02:48
15,a,CHRIS HIPKINS,"While not everyone in our nation, or even in this House, shares similar views on the role of the monarchy in a modern society—and public debate will, undoubtedly, continue on that topic—I'm sure that everyone will join with me in congratulating His Majesty on this significant milestone. The coronation was a moment where the King publicly took oaths of service and duty. I know that he takes those oaths seriously and deeply personally. I wish King Charles well in his role, and I send the warmest wishes and congratulations to His Majesty and to the Queen for the lives of service that they have committed to, on behalf of all New Zealanders. ",2023-05-09 14:02:48
16,Speech,SPEAKER, The question is that the motion be agreed to. ,2023-05-09 14:05:46
17,Speech,MEKA WHAITIRI," Point of order, Mr Speaker. I seek leave to make a personal explanation.",2023-05-09 14:11:18
18,Speech,SPEAKER, We're in the middle of a debate. The best time to do that is at the end of the debate.,2023-05-09 14:11:33
19,Speech,NICOLE McKEE," Thank you, Mr Speaker. It's an honour to stand for the ACT Party to speak to the coronation of our new King, Charles Philip Arthur George Mountbatten-Windsor of the United Kingdom.",2023-05-09 14:11:39
20,a,NICOLE McKEE,"He was born in Buckingham Palace on 14 November 1948, during the reign of his grandfather George VI, and was aged 74 when crowned King of the United Kingdom and 14 Commonwealth Realms over the weekend. He was three years old when he stood beside his grandmother and his aunt Margaret for his mother's coronation in 1953.",2023-05-09 14:11:39
21,a,NICOLE McKEE,"Our King was home-schooled in Buckingham Palace until just before his eighth birthday, when he was sent to school in West London, the first heir apparent to go to school instead of continuing home-schooling in the palace. He was also sent to school in Scotland—where he described it as being at ""Colditz in kilts""—as well as six months studying at Timbertop in Australia. He graduated from school in Berkshire as head boy, and instead of going straight into the armed forces, he went to Trinity College in Cambridge, where he studied archaeology and anthropology, followed by history.",2023-05-09 14:11:39
22,a,NICOLE McKEE,"He extended himself further and went to the University College of Wales to study Welsh history and language for a term, the first heir apparent to earn a university degree. He said his schooling taught him a lot about himself, his own abilities and disabilities; it taught him to accept challenges and to take the initiative.",2023-05-09 14:11:39
23,a,NICOLE McKEE,"Our King served in the Royal Air Force and the Royal Navy, learning to fly the Chipmunk, and was presented his Royal Air Force wings in 1971. Later, he qualified as a helicopter pilot and joined the naval air squadron. He served with the navy on the guided missile destroyer HMS Norfolk as well as the frigates HMS Minerva and HMS Jupiter, finishing his service in the navy as commander of  HMS Bronington, the coastal minehunter.",2023-05-09 14:11:39
24,a,NICOLE McKEE,"As King, he succeeds Queen Elizabeth II as the patron of the National Rifle Association of the United Kingdom, and his son Prince William will become the president in his role as Prince of Wales—a tradition that has spanned back to the 1800s.",2023-05-09 14:11:39
25,a,NICOLE McKEE,"We've had a couple of King Charleses in the past. The rule of King Charles I led to a revolution and the temporary abolition of the monarchy. He was convicted of high treason and beheaded in 1625. King Charles II, son of King Charles I, took the throne in 1660 for 25 years when the monarchy was restored. This King Charles had to rule during the 1665 Great Plague and the 1666 Great Fire of London. The King Charles spaniel is named after him. Then there was the unrecognised King Charles III when, in 1745 and 1746, Charles Edward Stuart led the unsuccessful Jacobite rising, declaring himself King Charles III, but it was never acknowledged officially. He became known instead as Stuart the Pretender or Bonnie Prince Charlie.",2023-05-09 14:11:39
26,a,NICOLE McKEE,"I'd like to finish up talking of some of the little-known facts about our official King Charles III. He likes eggs and chose a quiche as a signature dish. He's a fan of Emmerdale Farm. He's taken up many causes over the years, and one that he took up was for better equipment for British forces in Iraq. Another was to expand, not restrict, the availability of herbal medicines. He has a tree frog named after him, Prince Charles Magnificent Tree Frog, and The Guardian once reported that he converted his vintage Aston Martin to run on surplus English white wine and whey from the cheese process—biofuel. But it was thought that this could do more harm than good if it was adopted on a wider scale.",2023-05-09 14:11:39
27,a,NICOLE McKEE,"King Charles III has spent 71 years preparing for his coronation day. His life experiences have taught him humility, understanding, and tolerance, all while his entire life has been on show to the world. Here to serve instead of being served. ACT welcomes King Charles III to the throne. Long live the King.",2023-05-09 14:11:39
28,Speech,MEKA WHAITIRI," Point of order, Mr Speaker. I seek leave to make a personal explanation.",2023-05-09 14:18:27
29,Interjection,SPEAKER, Leave is sought for that purpose. Is there any objection? There appears to be none.,2023-05-09 14:18:27
30,ContinueSpeech,MEKA WHAITIRI," Mr Speaker, ko te amorangi ki mua, ko te hāpai ō ki muri. Ko te tūturutanga mahi pono o te Māori mana motuhake. He mangōpare amohia o te waka Takitimu. Tihei mauri ora.",2023-05-09 14:18:27
31,a,MEKA WHAITIRI,"Ki a koe e te tuahine, mō tō karakia whakatuwhera, tēnā koe. Ki ngā mema o tēnei Whare e huihui mai nei nā runga i te karanga o te rā, tēnā koutou. Otirā koutou mā, taku hāpai ō, taku whānau, aku hoa, ngā kaitautoko o tēnei tūru, o tēnei kaupapa, koutou kua tae mai ā-tinana nei mai i ngā pito katoa o te motu, koutou mā e mātakitaki ana, ka nui taku aroha ki a koutou katoa e whakamana nei i tēnei rā whakahirahira.",2023-05-09 14:18:27
32,a,MEKA WHAITIRI,"Nei rā te mokopuna a Hineahuone, a Tānenuiarangi, a Hinehau, a Epiha e tū whakaiti nei, tihei mauri ora ki te Whare.",2023-05-09 14:18:27
33,a,MEKA WHAITIRI,"[Mr Speaker, the leader to the fore, the supporters follow. The honest realisation of the unique authority of the Māori people. The elevated hammerhead shark of the Takitimu canoe. The breath of life.",2023-05-09 14:18:27
34,a,MEKA WHAITIRI,"To you, sister, for your opening karakia, greetings and thanks. To the members of this House that have gathered here in answer to the call of the day, greetings. Indeed, to you, my supporters, my family, my friends, the supporters of this seat and this occasion, you who came here in person from all corners of the country, you who are watching, my love is enormous for you that are endorsing this important day. ",2023-05-09 14:18:27
35,a,MEKA WHAITIRI,"Here is a grandchild of Hineahuone, Tānuiarangi, Hinehau, and Epiha that humbly stands here. Vitality and wellbeing to this House.]",2023-05-09 14:18:27
36,a,MEKA WHAITIRI,"The decision to cross the floor to join Te Paati Māori was not an easy decision. But, for my whānau and I, it was the right decision. It is time to put our whakapapa first, to return to our people, to serve and work for our people—the calling that comes deep from within my puku. ",2023-05-09 14:18:27
37,a,MEKA WHAITIRI,"I come from a long line of pukumahi whānau—hard workers, boots on the ground, salt of the earth whānau. I was raised in the shearing sheds of Te Tai Rāwhiti and shaped at the freezing works of Whakatū, Hawke's Bay, where everyone worked hard and played hard. In fact, they called Whakatū the university of life. I was, however, fortunate to go to university—the second in my whānau. My late grandmother instilled in me the teachings of Sir Apirana Ngata: e tipu e rea—to learn the tools of the Pākehā—or, in my case, how Wellington worked so one day I could return home and—",2023-05-09 14:18:27
38,Intervention,SPEAKER," Order! The member will resume her seat. Giving a personal explanation to the House is about something in the House; it's not a general debate. Ehara tēnei i te wā kia tū ake ki te tuku atu i te reo mihimihi ki ngā mea katoa, kia whakamārama kē he aha te take [This is not the time to stand to acknowledge everyone, but instead to explain the rationale], and I haven't heard it. I'll give the member another chance to explain exactly what it is that she is explaining to the House. It's not about giving a speech.",2023-05-09 14:18:27
39,ContinueSpeech,MEKA WHAITIRI," Mr Speaker, thank you for your guidance. This is my opportunity to explain the decision I've made. My decision to return back to the people was based on whakapapa and the calling home—",2023-05-09 14:18:27
40,Interjection,SPEAKER, Thank you.,2023-05-09 14:18:27
41,ContinueSpeech,MEKA WHAITIRI," —and I am very pleased to stand in this House to say I have joined a party that enables the voice of wāhine Māori to be heard and not censured in this House. So I stand in support of what we are doing here. It is my opportunity to say that this House and those in this House, when we talk about a 50:50 gender—I want my voice to be heard. ",2023-05-09 14:18:27
42,Speech,SPEAKER, But now we're getting into a whole other debate.,2023-05-09 14:22:05
43,Speech,KIERAN McANULTY," I wish to make a ministerial statement on flooding in Auckland today. The upper North Island is experiencing flooding caused by severe and concentrated rainfall. In Auckland, a state of local emergency has been declared by the mayor. A red severe thunderstorm warning is in place for Northland and Auckland. A line of thunderstorms is tracking across these regions and these are likely to be accompanied by torrential rain. An emergency mobile alert has been sent to the whole of the Auckland region advising people of potential impacts and suggesting they plan travel accordingly. Orange heavy rain warnings are in place for some regions, signalling significant rainfall for some areas over the next few days.",2023-05-09 14:22:13
44,a,KIERAN McANULTY,"We know that following the severe weather in January and Cyclone Gabrielle, many communities will be concerned, worried, or just completely over it, so we continue to stand alongside them. Whilst the response is being led by local civil defence emergency management (CDEM) groups, the National Emergency Management Agency (NEMA) has also activated the National Coordination Centre. This means NEMA is working closely with CDEM groups and partner agencies, coordinating requests for information and resources at a national level in support of the locally led response.",2023-05-09 14:22:13
45,a,KIERAN McANULTY,"I wish to remind everyone listening that this is a potentially dangerous event. Please stay safe and don't take risks. Heavy rain can cause flooding, coastal inundation, and landslides, especially where the ground is saturated from recent rainfall. Follow the instructions of emergency services and local CDEM groups, and if you feel unsafe at any time, please evacuate to higher ground. Check Waka Kotahi New Zealand Transport Agency's website for road closures before you travel, and drive to the conditions. Please never walk or drive through floodwater and don't let children play in it. Keep up to date with MetService's watches and warnings, follow your local CDEM group on their social media accounts, and stay safe out there.",2023-05-09 14:22:13
46,a,KIERAN McANULTY,I know that members across this House will join me in expressing our support for the affected communities and thanking everyone involved in the response as this situation unfolds.,2023-05-09 14:22:13
47,Speech,SPEAKER," Members, I have received a letter from Chlöe Swarbrick seeking to debate under Standing Order 399 the severe weather event currently unfolding in northern parts of Aotearoa. The weather is not a matter for which there is ministerial responsibility. The application is declined. I would remind members of Speakers' ruling 198/6, made by successive Speakers going back to 1984, that every statement as an urgent debate application must be authenticated. Applications received without authentication are declined on that ground.",2023-05-09 15:30:47
48,a,SPEAKER,I declare the House in committee for further consideration of the Appropriation (2021/22 Confirmation and Validation) Bill.,2023-05-09 15:30:47
49,Speech,CHAIRPERSON," Members, the House is in committee on the Appropriation (2021/22 Confirmation and Validation) Bill. This is the debate on the financial position of the Government and the annual reviews of departments, Offices of Parliament, Crown entities, public organisations, and State enterprises as reported on by select committees. There are three hours, 45 minutes remaining for this debate.",2023-05-09 15:32:18
50,a,CHAIRPERSON,"Standing Orders 356(2) and (3) have been set aside, so there will be no sector-specific debates. Instead, specific Ministers will be available each day to respond to specific portfolios. The Government has indicated that the Minister of Justice, the Minister of Health, and the Minister of Education will be available today to respond to members' questions.",2023-05-09 15:32:18
51,a,CHAIRPERSON,Time for this debate has been allocated to parties on a proportional basis. Each debate will be led off by the chairperson or another member of the committee that considered annual reviews most closely related to the Minister's portfolios. The Minister of Justice is now available for one hour to respond to members' questions.,2023-05-09 15:32:18
52,Speech,GRANT ROBERTSON," I move, That a respectful Address be presented to Her Excellency the Governor-General commending to Her Excellency the alterations to the appropriations for the 2022/23 financial year in respect of Vote Audit, Vote Ombudsmen, and Vote Parliamentary Commissioner for the Environment, and the estimates and capital injection for the 2023/24 financial year in respect of Vote Audit, Vote Ombudsmen, and Vote Parliamentary Commissioner for the Environment.",2023-05-09 19:36:44
53,a,GRANT ROBERTSON,"This is an annual event for the House. It concerns the appropriations for our three offices of Parliament: the Controller and Auditor-General, the Ombudsman, and the Parliamentary Commissioner for the Environment. As is described in the motion that I've just moved, it sets out alterations for the year that we're in now for inclusion in the Supplementary Estimates bill and sets out the main appropriations that will be included in the main appropriation bill that I will introduce on Budget day. The reason we do it this way round is to emphasize the independence of these offices of Parliament from the executive.",2023-05-09 19:36:44
54,a,GRANT ROBERTSON,"The proposals in the address have been examined by the Officers of Parliament Committee, which has the Speaker as its chairperson. I want to thank all members of the committee for their careful consideration of these matters, which they did with some advice available to them from Treasury officials. The committee's report explains the issues behind the numbers proposed in the address, and I've no doubt that other members of the committee may choose to address some of those matters in their contributions in the debate.",2023-05-09 19:36:44
55,a,GRANT ROBERTSON,"All three offices of Parliament are reporting an increasingly complex, changing, and demanding environment that puts additional pressure upon resources. The Auditor-General is facing larger than usual deficits over the next three years, which the committee informs us is due to increasing audit complexity mostly relating to COVID-19, pressure on auditors' capacity and availability, and audit costs rising faster than audit fees while Audit New Zealand works to increase its staffing. The committee therefore have agreed that a non-recoverable capital injection, totalling $16 million over three years, of $2 million in this financial year, $7 million in the next, and the remainder in the following year are appropriate. Audit delays because of COVID-19 and higher staff turnover are an issue. The committee has told us that the Auditor-General is addressing these issues with approaches that include raising fees and seeking greater financial efficiencies.",2023-05-09 19:36:44
56,a,GRANT ROBERTSON,"COVID-19 also continues to have a significant impact on the work of the Ombudsman, whose responsibilities have expanded in recent years, including the managed isolation and quarantine facilities, the protected disclosure Act investigations, and enhanced oversight of Oranga Tamariki. Legislation that has just come into force has also expanded the Ombudsman's jurisdiction to cover providers of care and custody under Oranga Tamariki. The Ombudsman has welcomed this change, though it will increase work for the office. The Ombudsman's also forecasting an increase in complaints driven by Cyclone Gabrielle and flooding in 2023. Again, as similar with the Auditor-General, retaining trained staff and experienced staff is also an issue, and the committee tells us that they support a one-off targeted payment for high-performing staff.",2023-05-09 19:36:44
57,a,GRANT ROBERTSON,"Issues around staffing were also raised by the Parliamentary Commissioner for the Environment, who faces a growing need to source external, legal, and scientific advice as well. The Parliamentary Commissioner has not sought an increase to his appropriation in this Budget round, though he foresees a need for additional funding in a Budget round in the near future.",2023-05-09 19:36:44
58,a,GRANT ROBERTSON,"The three offices of Parliament continue to provide excellent work on behalf of New Zealanders and make a strong contribution to our democracy. I want to reiterate that it is my job here today to move this. This is the report of the Officers of Parliament Committee. They make their decision independent of the executive, but we need to do it now, tonight, so that it gets into the Budget processes that start next week. So, on that basis, I commend this motion to the House.",2023-05-09 19:36:44
59,Speech,DEPUTY SPEAKER," The question is that the motion be agreed to. I just note that the motion includes the words ""of expenses"", which the Minister did leave out on the fourth line.",2023-05-09 19:40:54
60,Interjection,Grant Robertson," Just trying to save some money, Mr Speaker!",2023-05-09 19:40:54
61,Speech,JAN TINETTI, I seek leave to correct an answer to a supplementary question that I gave in answer to question no. 8 today.,2023-05-09 19:57:14
62,Intervention,DEPUTY SPEAKER, Leave is sought. Is there any objection? There is no objection.,2023-05-09 19:57:14
63,ContinueSpeech,JAN TINETTI," In my answer to supplementary question no. 5 of question no. 8, I said that I did think it was a coincidence. I misinterpreted the question, and have since read the Hansard. I would like to correct my answer to: no, the information has been released under the Official Information Act that shows that it wasn't a coincidence.",2023-05-09 19:57:14
0,Speech,SPEAKER," I wish to clarify for members the role of the Speaker in relation to the creation of vacancies under the Electoral Act 1993. A seat of a member becomes vacant only if one of the circumstances set out in section 55 of the Electoral Act 1993 has arisen. If the Speaker is satisfied that a seat has become vacant in accordance with that section, then the Speaker publishes a notice of the vacancy. See sections 192(1) and 134(1). There is no other basis on which a vacancy can occur. Representation in this House is central to our democracy. As Speaker, I must be careful to ensure the law is applied correctly in such cases. ",2023-05-04 14:01:06
1,a,SPEAKER,"As I advised the House yesterday, section 55A(3) is very clear that, for the purposes of the Electoral Act 1993, a member ceases to be a parliamentary member of the political party for which the member was elected only if a written notice is delivered to the Speaker that complies with section 55B or 55C. I have not received a message that complies with either of these sections. ",2023-05-04 14:01:06
2,a,SPEAKER,"There is no leeway for the Speaker to declare a seat vacant if they are informed or become aware of the information that a member has ceased to be a parliamentary member of the political party for which the member was elected in any way other than through such a written notice. Like you all, I have seen media coverage stating that the Hon Meka Whaitiri intended to leave one party and join another. But those statements themselves do not cause the member's seat to become vacant. ",2023-05-04 14:01:06
3,a,SPEAKER,"Section 55B of the Electoral Act 1993 provides that for a notice from a member to have the effect of making that member's seat become vacant, the notice would need to be signed by the member giving the notice and be addressed to the Speaker. It would also need to notify the Speaker that the member had resigned from the parliamentary membership of the political party for which they were elected, or that they wished to be recognised for parliamentary purposes as an Independent member or a member of another political party. A communication that does not comply with these requirements is not a notice that gives rise to a vacancy.",2023-05-04 14:01:06
4,a,SPEAKER,"As I have outlined previously, I have received a message from the Hon Meka Whaitiri informing me that her vote would no longer be cast by the Labour Party and that she wished to be seated in the Chamber next to members of Te Paati Māori. It therefore is not a written notice that complies with Section 55B of the Electoral Act 1993.",2023-05-04 14:01:06
5,a,SPEAKER,"As Speaker, I must administer the House's procedures, and this is problematic when a member's party status is unclear. In practical terms, I need to rule on how to treat a member who no longer sits or votes with the party they sat and voted with previously. Using my judgment and the knowledge I had that the Hon Meka Whaitiri no longer wishes to serve as a member of the Labour Party, I determined that under Standing Order 35(5), the member would be regarded as an Independent member for parliamentary purposes. This means that the member will have rights to ask oral questions and speak in debates in proportion to the fact that they are one of 119 members in the House, and the Labour Party's allocation will be adjusted accordingly. The member also will need to apply to me if she wishes to seek permission to be absent.",2023-05-04 14:01:06
6,Speech,MICHAEL WOODHOUSE," Point of order, Mr Speaker. Thank you for your further clarification of the situation. I have two questions: first, are you prepared to release all of the communications regarding this matter, and, if the answer to that question is no, does that decision preclude the Hon Meka Whaitiri herself from releasing those communications, including the communications from the Speaker's office back to her?",2023-05-04 14:03:58
7,Speech,SPEAKER, I thank the member for the question. I was hoping that question would be asked.,2023-05-04 14:07:53
8,Interjection,Michael Woodhouse, Happy to oblige.,2023-05-04 14:07:53
9,ContinueSpeech,SPEAKER," Thank you. As Speaker, I receive correspondence with members daily. It is extremely important that members can trust that all such correspondence can remain confidential, but in this particular case I can reiterate that I have not received any correspondence from either the member or the Labour Party that complies with section 55B or 55C of the Electoral Act respectively. I can also say that I cannot release that information, but the Hon Meka Whaitiri is able to if she wishes to do so.",2023-05-04 14:07:53
10,Speech,JAMES SHAW," Point of order, Mr Speaker. Thank you, Mr Speaker, for that. I found that clarifying after the confusion that we had yesterday.",2023-05-04 14:08:41
11,a,JAMES SHAW,"The one bit that I just want to understand is towards the end of your statement, when you talked about the understanding that she would now be treated as an Independent MP, but I understood from the earlier part of the statement that, because the Hon Meka Whaitiri had not notified you that she was resigning as a parliamentary member of the Labour Party, then, essentially, she is still a member of the parliamentary Labour Party. It doesn't then follow that she can both be a member of the parliamentary Labour Party and also an Independent MP at the same time. Whereas I was following you were saying that she has notified that her vote has been withdrawn and that she wants to sit somewhere else in the House, but that doesn't change her status as a member of the parliamentary Labour Party. It just means that her vote is treated differently and she sits somewhere differently, but it doesn't then follow that allocation of questions and so on would move away from the Labour Party, because that would indicate that she has left the parliamentary Labour Party, which she hasn't notified you that she has.",2023-05-04 14:08:41
12,Speech,SPEAKER," Under Standing Order 36, the Labour Party has now advised me that the Hon Meka Whaitiri is no longer a member of the Labour Party.",2023-05-04 14:10:05
13,Interjection,David Seymour," Speaking to that, Mr Speaker.",2023-05-04 14:10:05
14,ContinueSpeech,SPEAKER, A new point of order?,2023-05-04 14:10:05
15,Speech,DAVID SEYMOUR," Yes. To help understand that, would it be fair to say that Meka Whaitiri is now an Independent member under the Standing Orders, but a member of the parliamentary Labour Party so far as the Electoral Act is concerned? ",2023-05-04 14:10:45
16,Speech,GRANT ROBERTSON," Speaking to that point of order, I think I get what Mr Seymour is saying in that particular point of order, which is to make the point that Standing Orders are the rules of this Parliament, and the Electoral Act are the rules of the land. They are by and large consistent, although, for example, there are things you can say outside Parliament you can't say inside it and so on. So I think the point Mr Seymour is making there is that there is an Electoral Act that has a particular set of information; there are the Standing Orders that have another set of information within them.",2023-05-04 14:10:46
17,Interjection,David Seymour," I was hoping that you might clarify, Mr Speaker.",2023-05-04 14:10:46
18,Speech,SPEAKER," I thank—actually, I thank both members, because both the question and the contribution actually answered the question: yes.",2023-05-04 14:11:32
19,Speech,GERRY BROWNLEE," Point of order, Mr Speaker. It can't be the case that both positions are correct. One has to be correct. The other, simply, was a notification of what we all know to be the fact: there is a set of Standing Orders; there is the Electoral Act. The thing that's most interesting is that you've just said that the Labour Party have notified you that Meka Whaitiri has resigned from the Labour Party. Now, what's the standing of that, because anybody could send you a letter from anywhere saying that, you know, so-and-so has resigned from their party. There has to be some basis for you to accept that, and then, when you do accept that, how does that stack up? It's a notification to you about a member having resigned from the party that they were elected to.",2023-05-04 14:11:44
20,a,GERRY BROWNLEE,The next point I'd make is: is it possible now for members just to write to you to suggest where they would prefer to be sat inside this Parliament?,2023-05-04 14:11:44
21,Speech,SPEAKER," What I will say in response to the point of order is that this House makes the laws—that's the first thing I'd say. The second thing I'd like to say: if I had've accepted and notified yesterday that the Hon Meka Whaitiri—that her seat was vacant, we'd be having an altogether different constitutional discussion right now. The only way the member can vacate the seat is by telling me under section 55 of the Act. Now, as I've told this House several times, that has not been complied with. Given that fact, there has to be some way that the Hon Meka Whaitiri is to carry out her parliamentary work, and so I have said—as I have said—for parliamentary purposes, I'm considering that she is an Independent member.",2023-05-04 14:12:51
22,Speech,GERRY BROWNLEE," Point of order, Mr Speaker. Will you be releasing, for us all to see, the advice that you've had on how you've interpreted—",2023-05-04 14:14:07
23,Interjection,SPEAKER," Sorry, I missed the first part of that.",2023-05-04 14:14:07
24,ContinueSpeech,GERRY BROWNLEE," Yeah. Will you be releasing, so that we can all see, the advice that you've had with regards to that? Because it seems to me somewhat odd that you can determine that someone is an Independent without having left their political party, and that would also then suggest that the trigger for those two clauses that you have repeatedly recited this afternoon is somewhat less than the test that you yourself are applying to them. ",2023-05-04 14:14:07
